TweetID,Text
1.21516e+18,"@robertcp @bilbalbag Criticising the Israel Gov is not AS so know one should check themselves for these cranks, abuse against a jewish person is AS , criticising Zionism is not, i get what you mean tho.."
1.24069e+18,"From Sheba hospital in Israel, which is handling #coronavirus patients....""national strategy was containment, mitigation, and increasing capacity for coronavirus patients. And develop a strategy to separate corona patients from other patients. Heavily dependent on DIAGNOSTICS."""
1.23064e+18,God told me to eat like Israel
1.23603e+18,@ilsestosanso @abdullahzone @dannydanon in the 1960s as part of an ongoing effort to destroy Israel) and Israel's neighbours wish for the military occupation to cease then they know they have one option and that's to demonstrate incontrovertibly that they have given up violence against Israel forever.
1.254e+18,"41/ It was *after* that WASHINGTON POST report, of course, that we learned from ABC and THE TIMES OF ISRAEL that in fact Trump's team *did* recognize the growing pandemic threat in November 2019 it's just that it did nothing about it (nor China's pandemic-oriented trade demands)."
1.21569e+18, Right-wing and far-right movements and political parties across the world also idolise Israel as they view the Zionist colonial project as a successful model of European domination over the indigenous populations of developing countries.  https://t.co/merAaMJh9u
1.23955e+18,"RT @qiss0rkid: go to israel pls , we don't need you"
1.22238e+18," And Jabez called on the God of Israel saying,  Oh, that You would bless me indeed, and enlarge my territory, that Your hand would be with me, and that You would keep me from evil, that I may not cause pain!  So God  https://t.co/5xZG1VqxWt"
1.24074e+18,"ISRAEL: BREAKING: Netanyahu: People of Israel are ordered to stay at home for 7 days. ""It is now a command."" Police will enforce it."
1.25526e+18,"Ever since Trump took office in 2016, Israel has built more illegal settlements on Palestinian land and displaced more families than in previous years. Now, Israel plans to begin annexing entire swathes of land in the West Bank.  https://t.co/1m1wdGxFLU https://t.co/xtI6vS6F3F"
1.21888e+18,"A big discussion on whether to ask the community's deputies what they think about Israel.
#IsraelSurvey
@marievanderzyl is against the survey! But said the @BoardofDeputies is democratic.
#LabourLeadershipElection 
The @BoardofDeputies is divided on the question of Israel."
1.21367e+18,"There are more Arabs in Israel 
 than there are Jews in Europe

There are more Jews in Borehamwood synagogue 
 than there are Jews in the Arab world

Think about that."
1.21543e+18,RT @BeholdIsrael: 50 years record of rainfalls in Israel within the last two weeks. The level of the Sea of Galilee is rising very fast!
1.24451e+18,"Today is the 44th #PalestineLandDay   the day we remember the Palestinian lives israel shot &amp; killed, from the Galilee to the Negev https://t.co/1904tb7mjb"
1.21809e+18,"RT Mondoweiss ""RT AliAbunimah: The operative who admits that the Israel lobby  slaughtered  JeremyCorbyn is so embarrassed by this confession video that he is trying to remove copies from the internet, including the one published by intifada. Watch i  https://t.co/40Gbc1zdwK"""
1.21296e+18,"The threat of democratic fatigue in Israel is real   around its election, and its choices around the US   https://t.co/OkXAW8wg2h"
1.24832e+18,"Thank you, my dear friend @narendramodi, Prime Minister of India, for sending Chloroquine to Israel.

All the citizens of Israel thank you! ???????? https://t.co/HdASKYzcK4"
1.24247e+18,'They dumped him like trash': Palestinian with suspected coronavirus symptoms thrown out of Israel https://t.co/yX2DbEPCxO
1.21385e+18,"RT @Reuters: Netanyahu, in apparent stumble, calls Israel 'nuclear power' https://t.co/kzSZcTMJ3d https://t.co/OQ4pwFOZLp"
1.21474e+18,"3. Example: In 2012, assassins kill an Iranian nuclear chemist (likely directed by Israel). Iran promises revenge. 

Where does the ultimate revenge take place? 

A month later in Georgia, India and Thailand where Israeli diplomats are targeted with bombs

https://t.co/qeL7jkzQhd https://t.co/qEkQP7ddG4"
1.23427e+18,"IF they wanna intercept mortar shells, Iron Dome is a great option, but it needs a handshake with Israel. 

(Sorry Raytheon)"
1.23852e+18,RT @TimesofIsrael: Coronavirus cases in Israel rise to 143; 3 patients in serious condition https://t.co/ZlbljBWLrs
1.2508e+18,@Mylastrollo Maybe one day Israel might liberate the Palestinians??
1.25598e+18,"Israel is under attack! Join the fight to protect Israel from the Boycott, Divestment, and Sanctions (BDS) campaign. https://t.co/gnYZoMcCpK"
1.23469e+18,RT @america1timfaze: Israel &amp; USA Wins As BB Netanyahu Wins Re-election  https://t.co/3XZY3lvFsE via @america1timfaze
1.24727e+18,Prime Minister Benjamin Netanyahu and the People of Israel pray for the speedy and full recovery of our friend British Prime Minister @BorisJohnson. ???????? https://t.co/gNoPE4ulr1
1.25271e+18,"Congratulations Israel on @netanyahu &amp; @gantzbe forming a new government. 

Keen to continue the important cooperation and build on our relationship.

Looking forward to further ???? and ???? successes as we enter the 70th year of diplomatic relations!"
1.2124e+18,"Looming 'Confrontation': What Lies Ahead for Israel and Middle East in 2020?

https://t.co/spyqnpghNZ"
1.22534e+18,Europe kowtows to Israeli apartheid  (via @NewsfusionApps Israel News) https://t.co/jrHl5WPIuJ
1.23762e+18,"Trump banned Muslim and African immigrants.
Trump sanctified Israel war crimes in Palestine.
Trump withdrew US from Paris Climate Accord.
Trump gave record tax cut to the rich.
Trump cut welfare programs.
Trump lauded Nazis as ""fine people""

None of these things Biden did as VP!"
1.23791e+18,"Mangaluru:  To fight terrorism, India should ally with Israel, China - Subramanian https://t.co/3EU3vI6UTp"
1.2288e+18,RT @StandWithUs: BREAKING: Red alert sirens in southern Israel. Details to follow. https://t.co/rBQS1NL5P8
1.22826e+18,"@VviewSsonicMair I think it's because Israel has something on them. I could be wrong, though. ????"
1.24309e+18,"Dr. Israel who died had his results delayed, while Bongbong Marcos who just arrived from Spain (amd entire staff) have had their results immediately. Wow!

If you're not outraged by this, you're part of the problem. https://t.co/dMzDoIAP7Q"
1.23621e+18,"RT @samwhuut: Wtf. Even you don't like Israel, you can't do this. It is do disrespectful. Please don't disrecpect your shoes."
1.21495e+18,"Israel DOES NOT control Congress! It merely controls 98 of the 100 Senators &amp; RandPaul was almost killed. That's why it must still conduct surveillance &amp; covert lobbying in the US. We send them 4 BILL./yr for ""critical defense needs"": lobbying$$/spying here in US: #ForeignAgents"
1.21672e+18,"Indonesia Devastating Floods: 66 People Have Died. More Than 36,000 Displaced.

In the past, Israel offered humanitarian aid to Indonesia - but it was rejected due to anti-Israel hate. 

I pray for #Indonesia from Israel. ???????? https://t.co/iu6141WXUP"
1.21329e+18,"Here s WHY Trump s Admin entertains the thought of war w Iran.  I d like to ADD one more:
It makes Israel, Russia &amp; Saudi Arabia VERY happy, but for different reasons. For Russia+Saudis it jacks up the price of oil, their largest industry&amp;the Israelis nemesis has ALWAYS been Iran https://t.co/4HfVptBXpY"
1.21601e+18,"RT @SebGorka: So @IlhanMN hates Israel and defends Iran. 

   Now do you understand??"
1.23517e+18,IDF soldiers across Israel took a break from their exercises to exercise their right to vote! #IsraElex2020 ?? https://t.co/kg4HutSjFN
1.24389e+18,"41 Years Ago: Israel and Egypt signed a peace treaty. ????????

Israel is a country that seeks peace with its neighbours. 

It s time for peace in the Middle East, wars belong in the past. https://t.co/eNrSR64lKt"
1.21459e+18,@RedDogT3 I think Israel is blowing the Palestinians away with their illegal occupation!
1.24293e+18,Soon in Israel due to coronavirus @MichaelsANewman @The68gote @Gianlui91580067 @lackboys3 @Roni4488 @208Juliet @Ibutterfly34 @james_anderssen @JD_USA7 @lizBeth_Hineni @Miri20529266 @TheantiantiZio1 @peterproud9 @Irishchutzpah @Pammyreign @KeepSmile912 @americanzionism https://t.co/oNDdtRa8dK
1.23274e+18,Bernie Sanders Boycotts Pro-Israel Americans https://t.co/8k0qiOhMzh via @Yahoo
1.2139e+18,All hell is breaking loose in the Middle East and I m sitting here in Israel like https://t.co/zrT1CI2VGN
1.24492e+18,"@realDonaldTrump 

You know US Israel relation is not getting to its high potential. You probably know who can help. Americans should be liking to have their ally standing in Middle East. But it won't happen as well as we need w/o your helping. The first hit was iron dome.."
1.22406e+18,"RT @StanM3: They come to Germany as ""refugees"" and scream for Israel to leave. https://t.co/6pjsh9fTFU"
1.22228e+18,@AJEnglish Ok it's ok. No problem. But where are those liberal champs who say Israel is only democracy? This man is talking about control because kings ruled here. Isn't that a 3000-4000 years old phenomenon? How will you rationalize it in present context?
1.23045e+18,"Jewish Bernie Sanders is not afraid to speak out against Israel:
https://t.co/o4BQBbFRfi
We need more Politicians who do not keep quiet about the appalling behaviour of Governments. 
#WorldNews
#America 
#LabourLeadership"
1.21425e+18,"BREAKING: Israeli Prime Minister Netanyahu told security cabinet that Israel wasn't involved in the killing of Soleimani and stressed ""it is a U.S. event and we should stay out of it"", according to 2 cabinet ministers who attended the meeting (@BarakRavid)"
1.21568e+18,"#BDS#supporters ""pervasive anti-Semitic rhetoric among boycott supporters that too often equates all things Israel and Jewish with the oppression of Palestinian rights."" @jstreetdotorg"
1.25025e+18,"Alison Weir: Despite coronavirus-caused cutbacks, Israel expects to get full $3.8 billion
While thousands of Americans out of work &amp; tens of millions impacted by #coronavirus cutbacks, experts expect Israel will get its full massive aid package.
.@abc
Read https://t.co/U5rbGfNoGW https://t.co/8zCkW0eVc5"
1.22968e+18,Israel shot 8 year-old Malek Issa between the eyes after he bought a sandwich from a shop: it was no accident; it's what israeli soldiers do https://t.co/b4pF92eCIB
1.23194e+18,RT @CriostoirReturn: Coronavirus in Israel. https://t.co/yfe0b7xiVF https://t.co/XzyMbJIeiM
1.22019e+18,@lsarsour America and Israel will remain strong
1.2513e+18,"@caroleannesr @Acosta US alerted Israel, NATO to disease outbreak in China in November   TV report @WhiteHouse 

https://t.co/elfe0Rx9T7"
1.25104e+18,"@realdonaldtrump Stop lying.  In NOVEMBER 2019 you sent an ""urgent national security notice"" to Israel -- not to the American people -- that there was a coronavirus outbreak in China. https://t.co/1o15oEDMw3"
1.24628e+18,The Land of Israel https://t.co/DZalboVwH5
1.22828e+18,"RT @Phatill: Israel Adesanya's uncensored speech after been named New Zealand Sportsman of the year.

??

https://t.co/u67rVYAVkQ"
1.23658e+18,"""I f---ed his leg up ... I did what I had to do to win that fight.""

Israel Adesanya laid out the strategy that helped him win at #UFC248. https://t.co/cI2IZfIRmw"
1.23058e+18,"How you know we are messed up in Africa. Egypt have memorials of enslaving the children of Israel, German have loads of 2nd world war memorials, mushroom cloud is a reminder of Hiroshima. Please where is the memorial of what our forefathers did that cannot be forgiven self. What?"
1.24163e+18,"Israel must lift the blockade: nearly 2 million Palestinians have just 62 ventilators, 160 test kits &amp; insufficient medicines to survive #Covid19 https://t.co/a1wzOvd3CI"
1.22581e+18,"Israel's gunmen turned 155 Gazans into amputees &amp; paralysed 27 in just 2yrs: when specialist treatment was needed, israel forbid that too https://t.co/qZioHeHLpg"
1.24987e+18,Israel more like isfake
1.21565e+18,israel won t let me in to palestine to see my family but random western christians who have no connection to the land have a  birthright  lmao ok
1.23765e+18,"Rashida Tlaib pushing Linda Sarsour's anti-American jihadi filth while sporting a T-shirt showing a total takeover of Israel by Palestinians.
No, it's not anti-semitic, just art from her grandmother in Palestine https://t.co/WuUeaPtmkJ"
1.22886e+18,"A Palestinian-born anti-Israel activist &amp; NYU prof Amin Husain ""recently deleted most of his social media posts"" -- seems he doesn't want to be held responsible for the thuggery he encourages...
https://t.co/kp5vubsP04"
1.22293e+18," It is difficult to understand how, in 2020, Israel can make the case for a system of governance that just a few decades ago was globally repudiated when it existed in South Africa. 

https://t.co/uAAEUQ9WFS"
1.24257e+18,So much for the big Israel apartheid lie.
1.25126e+18,"@realDonaldTrump No, they re losing jobs because YOU unleashed a deadly pandemic on America, one the U.S. warned Israel about in NOVEMBER and you were calling a hoex in MARCH, you lying, racist, grim reaping, son of a klansman."
1.2336e+18,"RT @simonmaginn: Israel set to be investigated for war crimes in Palestinian Territories, ICC announces https://t.co/M2BZtcUH74"
1.2508e+18,Israel is shutting down COVID-19 Clinics in PALESTINE and THEY ARRESTED THE STAFF. Palestinians don t even have the RIGHT TO GET TESTED FOR CORONA DURING A PANDEMIC! I m so tired of seeing my peoples BASIC HUMAN RIGHTS CONSTANTLY being violated.
1.2312e+18,"Check out ISRAEL 1964 CONGRESS TEL AVIV HISTADRUT ISRAEL  BRONZE MEDAL, 120 gr https://t.co/1cPYuVu0ks @eBay"
1.2254e+18,"Ken Loach is right. People are accused of Anti-Semitism for criticising Israel. However, as with Jeremy Corbyn , this only happens though in support of #Palestine. ????????????????https://t.co/wrXpVYjeXu"
1.22692e+18,"Israel is in big trouble. Their prosperity is blinding them from their true condition, they blame the government for the troubles in their own hearts, and they are trying to out-do each other in calf worship. How will God respond? #TTB #BibleBus #God https://t.co/ygffMLH1Ak"
1.23721e+18,"Anyone entering Israel will have to be quarantined for at least 2 weeks, Netanyahu says, effectively stopping tourism. The measure will be in effect for at least 2 weeks https://t.co/lF3YRorlyi"
1.21527e+18,"He concluded with a request that the UK thinks carefully in the future before voting against Israel at the UN

""Israel is being singled out &amp; to borrow a phrase, 'with nauseating frequency' &amp; we are joining in.  The singling out of the Jewish state is wrong and unjustified.""

3/3 https://t.co/x3T1xFQoOa"
1.22139e+18,RT @spectatorindex: BREAKING: Israel will permit its citizens to travel to Saudi Arabia for both religious and business purposes
1.21364e+18,Israel security forces take away 5 tractors in the occupied West Bank https://t.co/VwtlaHv57t
1.24833e+18,"@EphraimOdhiamb3 #TheSixthSealofGOD The ox knows its master, the donkey its owner s manger, but Israel does not know, my people do not understand. 
Isaiah 1:3 NIV"
1.24469e+18,"I call on Israel (and the world) on #PalestineLandDay (and every day) to END THE BLOCKADE OF GAZA
#GreatReturnMarch   
#ReturnInOurLifetime https://t.co/NKWyI71EAg"
1.24468e+18,"David Friedman and his wife Tammy donate $50,000 to Leket Israel, Israel's largest food aid organization. 
Thank you @USAmbIsrael, your generousity is boundless. 
https://t.co/MWQBsNpFKh"
1.24772e+18,"US Gov Gives 1M Masks To Israel During Shortage, Coronavirus Censorship &amp; Trump  Holds  WHO Funding https://t.co/fj35kitT5C https://t.co/42FY9a2QjG"
1.21381e+18,RT @haaretzcom: Netanyahu accidentally calls Israel a 'nuclear power' https://t.co/Yvsbd4Vcie
1.23202e+18,"@imshin They look not bad despite the genocide that Israel is committing. They eat well, get married, kiss, shoot and cry. https://t.co/2xDMZvu88A"
1.24525e+18,"@OriginalCC11 Uh... I mean you got Israel, Kuwait, UAE, Saudi Arabia. Do I need to continue?"
1.22242e+18,"@benshapiro I'm curious what you think of how Israel treats Palestinians. For example cutting off electricity, or water. Also dumping trash on them from higher apartments? P.s. I love your work and enjoy watching you debate."
1.2254e+18,"*_What Israel gains:_*

_??Settlers will no longer be subject to military management._
_??Settlement limitations will be removed in the future._
_??Israel will control 30% of the West Bank._

*_What the U.S will give Israel:_*

_??Consent for Israel s control over settlements._"
1.23344e+18,RT @JordanSekulow: Radio: Israel Makes Potential Breakthrough in Race for Coronavirus Vaccine https://t.co/eWD7lpha5c
1.21489e+18,"Iran, today.

- Fired missiles at US base in Iraq

- Threatened to strike locations in Israel and the UAE

- Qassem Soleimani buried

- Ukrainian Boeing 737 with 180 passengers crashes near Tehran

- 4.9 magnitude earthquake in country's southwestern region"
1.24661e+18,??   #MAGA The limit of Israel by and large might have been due to a bad A E S T H E T I C rawr xd FAKE ! ?? ? ?? ?? ?? ? ?? ?? ?? ?? ?? ?
1.21501e+18,"Poland s president Andrzej Duda won t attend a commemoration in Israel to mark the 75th anniversary of the liberation of the Auschwitz Nazi death camp, which was located in Poland, because he was not asked to speak at the forum
https://t.co/F7kwpxkHs5"
1.24802e+18,"Wishing a HAPPY PASSOVER to those celebrating in the United States, Israel, and around the world! https://t.co/83odnD9yvh"
1.23317e+18,"Israel is an illegally established apartheid state. For the past 71 years, they have killed tens of thousands of Palestinians, confiscated Palestinian land and built a wall to keep Palestinians trapped with no access to the sea or border."
1.2429e+18,RT @HeyTammyBruce: Anti-Semites  Celebrate  As Israel Announces First Coronavirus Death https://t.co/mMqruDj9Jk via @NYJooo
1.24827e+18,"We condemn the racist Apartheid state of Israel for continuing with its relentless war against the people of Palestine. We demand an end to sanctions in Gaza!
#EndSanctionsSaveLives
@antiimperial_20 
@tri_continental 
@SAFTU_media @BDSmovement @PSCABI_Gaza @IAW_Africa https://t.co/UmPVvrXKVU"
1.21566e+18,"Vital: How Israel is Flooding Europe With Muslims (video) -
https://t.co/TGeor7prgy -
 - Veterans Today | Military Foreign Affairs Policy Journal for Clandestine Services https://t.co/0GjcmfWwyF"
1.25164e+18,"Citizens of Israel, our accomplishments measure up to every global standard, all the more so since we live in a very small and crowded country. Therefore, your achievement here is very important."
1.22227e+18,IDF believes a mortar was shot into Israel and landed in an open space a short time ago.
1.24538e+18,@EricLeiderman @Mdais iSrAel iS iN EurOPe
1.23104e+18,"This Israeli girl said

""they have a university in Gaza, they're not opressed""

Where is the correlation?

Israel doesn't allow Gaza to export gas or anything out of Gaza, they live in an open air prison. https://t.co/sy4h9IYUxL"
1.23871e+18,"@proustmalone @StanleyCohenLaw So has Israel discovered a vaccine. The problem is we do not OK vaccines unless they are tested, ie; 6 months"
1.2442e+18,@trainersandtea @pip_davies Israel at home weren t it?
1.25543e+18,"RT @Haiderrr313: No doubt Israel is a terrorist state??

#Israel https://t.co/KXmja0yF83"
1.21502e+18,"BREAKING: Ilhan  Israel hypnotizes the world  Omar admits that when she seeks sanctions against Israel it s really  economic warfare. 

Ilhan, your antisemitism is showing."
1.22149e+18,"Why are Turkey, Greece, Israel, Egypt, Libya and other neighbouring countries fighting over maps and maritime boundaries? Because of the world's largest untapped source of natural gas sitting under the Mediterranean Sea... 
https://t.co/ErG1gAN6i6"
1.25237e+18,RT @jiwas64: I will attempt to ratio the State of Israel with brawl koopa hopping https://t.co/qtuZSQjQJw
1.22227e+18,"#Trump Plan: 

  Conditional state for Palestinians
  Jerusalem undivided capital for Israel, but Palestinians capital somewhere in E J
  Conceptual map 
  Only Netanyahu on podium
  No Saudi or Jordan or Palestinian or Egypt representation in room  https://t.co/pd3gpAZnla"
1.24572e+18,"Coronavirus wrap: Europe cases breach 500 000, Israel health minister contracts Covid-19 and Philippines' ambassador to Lebanon dies | #CoronavirusPandemic

https://t.co/OkkreYw8vW https://t.co/ViZJzI4hed"
1.22329e+18,"""If Israel is a Jewish country and has a right to be Jewish... If Ghana is a black country and has a right to be black... Then why don't we have the right to keep a White country White?""

- United States Navy Commander and World War Two veteran, George Lincoln Rockwell https://t.co/Dwn6aNF70p"
1.22915e+18,"1 Chronicles 4:10
 And Jabez called on the God of Israel saying,  Oh, that You would bless me indeed, and enlarge my territory, that Your hand would be with me, and that You would keep me from evil, that I may not cause pain!  So God granted him what he requested. 

I asked."
1.23114e+18,Lool the only higher power that has a covenant with Israel is Britain and American. Considering they the God ma of the planet as we have it today. Yeah God got a covenant with Israel
1.2452e+18,@shirasilkoff @jasminelev4 @SamSlamDunkIAm Some view Israel as a way of dumping off their Jewish populations. Jews can't live in New York if they move to Tel Aviv. Others view Israel as a Western bulwark pushing Western culture on Middle East Mohammadean savages.
1.21791e+18,Unbelievable. At Tower Hamlets. Once again anti-Israel Corbynites are attacking the definition of #antisemitism. They just want the right to hate Jews and are unhappy the council disagree with them. Expect trouble this evening. https://t.co/00sd3fxfJb
1.23896e+18,"RT @jsolomonReports: France, Spain and Israel take more drastic actions to slow virus outbreak https://t.co/8RFUzdbPuF"
1.21942e+18,Israel remains everything that South Africa aspired to become but with a greater and more accomplished thirst for genocide.
1.2161e+18,"If Iran ever got to possess, let alone detonate a nuclear weapon, Israel would obliterate mulitple Iranian military targets within hours. 
 
Israel is reckoned to have between 60 and 90 nuclear devices available. 
. 
."
1.22271e+18,RT @0rf: Uh oh! Big story on pro-Israel money in politics. I guess everyone who talks about it is now anti-semitic like @IlhanMN.
1.24408e+18,"RT @Swamy39: I learn from media that there have been no deaths due to COVID-19 in Israel. If so, some will take it as a Jewish conspiracy?"
1.24219e+18,RT @TimesofIsrael: Bank of Israel to buy NIS 50 billion in bonds to steady sinking economy https://t.co/JX3910IRrV
1.25413e+18,"Israel Researchers Launch Clinical Trials To Test CBD As COVID-19 Treatment Supplement 

https://t.co/Rg3nuloQVJ #MME #marijuana #cannabis #CBD #Israel #Covid_19 https://t.co/c6xtRjEpGM"
1.21326e+18,Flashback: Israel Wanted to Kill Al-Quds Leader Soleimani But Obama Tipped Off Iran https://t.co/8T4TWDNIzd via @gatewaypundit
1.21738e+18,@PLoyalties Israel is a blatant apartheid state committing Genocide on live stream video. While influencing the world with extreme wealth and perversely nefarious activities to repress any protest against them
1.25096e+18,Israel is shutting down COVID-19 Clinics in PALESTINE and THEY ARRESTED THE STAFF. Palestinians don t even have the RIGHT TO GET TESTED FOR CORONA DURING A PANDEMIC! I m so tired of seeing my peoples BASIC HUMAN RIGHTS CONSTANTLY being violated.
1.24122e+18,RT @spectatorindex: JUST IN: Israel reports first coronavirus death
